zona_division_politico_adminisrativa;nombre_zona;nit;dane_anterior;dane_establecimiento;consecutivo_dane;nombre_sede;tipo_sede;comuna;nombre_comuna;nucleo;numero_oficial;prestacion_servicio;sector;zona_sineb;zona_georeferenciado;barrio;vereda;direccion_sede;telefono_sede;ano_registro
3;ZONA CENTRO ORIENTAL;811040162-0;105001020028;105001020028;10500102002801;INSTITUCION EDUCATIVA EL SALVADOR;PRINCIPAL;10;LA CANDELARIA;926;134;OFICIAL;Oficial;URBANA;Urbana;LAS PALMAS;0;CR 38 A 34 207;2180993-2169312;2022.0
3;ZONA CENTRO ORIENTAL;"";105001002640;105001020028;10500102002802;SECCION ESCUELA JOSE DE SAN MARTIN;SEDE;9;BUENOS AIRES;926;134;OFICIAL;Oficial;URBANA;Urbana;EL SALVADOR;0;CL 39 38 21;2396342;2022.0
2;ZONA NOROCCIDENTAL;811039001-9;105001020052;105001020052;10500102005201;INSTITUCION EDUCATIVA RAFAEL GARCIA HERREROS;PRINCIPAL;7;ROBLEDO;923;105;OFICIAL;Oficial;URBANA;Urbana;ROBLEDO CUCARACHO;0;CL 64 91 20;4263216;2022.0
2;ZONA NOROCCIDENTAL;811018892-4;105001020273;105001020273;10500102027301;INSTITUCION EDUCATIVA CIUDAD DON BOSCO;PRINCIPAL;7;ROBLEDO;922;95;CONFESIONES RELIGIOSAS;Oficial;URBANA;Urbana;Aures No.1;0;CR 96 B 78 C 11;"5408180 
Extensiones: 104 Secretaría Académica, 106 Coordinación de Convivencia, 179 Coordinación Académica, 125 Sala de Profesores y 180 Rectoría.";2022.0
4;ZONA CENTRO OCCIDENTAL;811019139-0;105001021199;105001021199;10500102119901;INSTITUCION EDUCATIVA LA INDEPENDENCIA;PRINCIPAL;13;SAN JAVIER;931;158;OFICIAL;Oficial;URBANA;Urbana;EL SALADO;0;CL 39 D 112 81;3004143135;2022.0
4;ZONA CENTRO OCCIDENTAL;"";105001017531;105001021199;10500102119902;SECCION ESCUELA AMOR AL NIÑO;SEDE;13;SAN JAVIER;931;158;OFICIAL;Oficial;URBANA;Urbana;NUEVOS CONQUISTADORES;0;CR 115    39BD -06;2531283;2022.0
4;ZONA CENTRO OCCIDENTAL;"";105001015181;105001021199;10500102119903;SECCION ESCUELA REFUGIO DEL NIÑO;SEDE;13;SAN JAVIER;931;158;OFICIAL;Oficial;URBANA;Urbana;LAS INDEPENDENCIAS;0;CR 114    36C-61;4964993;2022.0
2;ZONA NOROCCIDENTAL;811020911-2;105001021547;105001021547;10500102154701;INSTITUCION EDUCATIVA VILLA FLORA;PRINCIPAL;7;ROBLEDO;923;106;OFICIAL;Oficial;URBANA;Urbana;Villa Flora;0;CL 76 AE 83 C 41;2348424;2022.0
2;ZONA NOROCCIDENTAL;811017615-6;105001021636;105001021636;10500102163601;INSTITUCION EDUCATIVA KENNEDY;PRINCIPAL;6;DOCE DE OCTUBRE;921;83;OFICIAL;Oficial;URBANA;Urbana;KENNEDY;0;CR 76A # 92 - 200;4428362;2022.0
2;ZONA NOROCCIDENTAL;"";105001007447;105001021636;10500102163602;SECCION CONCENTRACION EDUCATIVA KENNEDY;SEDE;6;DOCE DE OCTUBRE;921;83;OFICIAL;Oficial;URBANA;Urbana;KENNEDY;0;CR 76 92 139;2574139;2022.0
2;ZONA NOROCCIDENTAL;"";105001007692;105001021636;10500102163603;SECCION ESCUELA CAROLINA KENNEDY;SEDE;6;DOCE DE OCTUBRE;921;83;OFICIAL;Oficial;URBANA;Urbana;KENNEDY;0;CR 76A    90-18;2573224;2022.0
2;ZONA NOROCCIDENTAL;"";105001006491;105001021636;10500102163605;SECCION ESCUELA MINERVA;SEDE;6;DOCE DE OCTUBRE;921;83;OFICIAL;Oficial;URBANA;Urbana;PICACHO;0;CL 94 79 A 40;2576764;2022.0
3;ZONA CENTRO ORIENTAL;811019000-0;105001021873;105001021873;10500102187301;INSTITUCION EDUCATIVA SOL DE ORIENTE;PRINCIPAL;8;VILLA HERMOSA;924;122;OFICIAL;Oficial;URBANA;Urbana;Trece de Noviembre;0;CR 23 56EH 200;2914389/2546176 ext 101,102;2022.0
3;ZONA CENTRO ORIENTAL;"";105001016462;105001021873;10500102187302;SECCION ESCUELA BEATO DOMINGO ITURRATE;SEDE;8;VILLA HERMOSA;924;122;OFICIAL;Oficial;URBANA;Urbana;Trece de Noviembre;0;CR 18E  56FA-09;2845867;2022.0
1;ZONA NORORIENTAL;811019899-1;105001022101;105001022101;10500102210101;INSTITUCION EDUCATIVA LAS NIEVES;PRINCIPAL;3;MANRIQUE;916;36;OFICIAL;Oficial;URBANA;Urbana;SANTA INÉS;0;CL 82 39 69;5710070;2022.0
1;ZONA NORORIENTAL;811039274-2;105001023965;105001023965;10500102396501;INSTITUCION EDUCATIVA FINCA LA MESA;PRINCIPAL;2;SANTA CRUZ;915;20;OFICIAL;Oficial;URBANA;Urbana;La Frontera;0;CL 118 51 A 03;2149155;2022.0
1;ZONA NORORIENTAL;"";105001002216;105001023965;10500102396502;SECCION ESCUELA LA FRANCIA;SEDE;2;SANTA CRUZ;915;20;OFICIAL;Oficial;URBANA;Urbana;La Francia;0;CL 109 51 71;2369693;2022.0
1;ZONA NORORIENTAL;"";105001005649;105001023965;10500102396504;SECCION ESCUELA JUAN BAUTISTA MONTINI;SEDE;2;SANTA CRUZ;915;20;OFICIAL;Oficial;URBANA;Urbana;Pablo VI;0;CR 50A    114-10;5217992;2022.0
1;ZONA NORORIENTAL;"";105001006548;105001023965;10500102396505;SECCION ESCUELA LA ISLA;SEDE;2;SANTA CRUZ;915;20;OFICIAL;Oficial;URBANA;Urbana;La Isla;0;CL 112    47-39;2581053;2022.0
2;ZONA NOROCCIDENTAL;811039265-6;105001024073;105001024073;10500102407301;INSTITUCION EDUCATIVA JOSE MARIA ESPINOSA PRIETO - CASD;PRINCIPAL;6;DOCE DE OCTUBRE;921;84;OFICIAL;Oficial;URBANA;Urbana;PEDREGAL;0;CL 99 72 192;3128106189;2022.0
2;ZONA NOROCCIDENTAL;"";105001007471;105001024073;10500102407302;SECCION ESCUELA CONTRANAL;SEDE;6;DOCE DE OCTUBRE;921;84;OFICIAL;Oficial;URBANA;Urbana;PEDREGAL;0;CL 100 74 A 25;3128106189;2022.0
3;ZONA CENTRO ORIENTAL;"";105001025704;105001025704;10500102570401;COLEGIO MIGUEL ANTONIO RAMON MARTINEZ;PRINCIPAL;10;LA CANDELARIA;928;0;REGIMEN ESPECIAL;Oficial;URBANA;Urbana;VILLA NUEVA;0;CR 45   55 19;2910273 -2910114;2022.0
6;ZONA SUROCCIDENTAL;900196642-4;105001025763;105001025763;10500102576301;INSTITUCION EDUCATIVA DEBORA ARANGO PEREZ;PRINCIPAL;70;ALTAVISTA;934;182;OFICIAL;Oficial;URBANA;Rural;ALTAVISTA SECTOR CENTRAL;Altavista Sector Central;CL 18 103 160;3411386 - 3433654;2022.0
6;ZONA SUROCCIDENTAL;"";105001026395;105001025763;10500102576303;SECCION ESCUELA MANO DE DIOS;SEDE;70;ALTAVISTA;934;182;OFICIAL;Oficial;URBANA;0;ÁREA DE EXPANSION ALTAVISTA;0;CR 90 15 60;2350062;2022.0
3;ZONA CENTRO ORIENTAL;811040137-3;105001025771;105001025771;10500102577101;INSTITUCION EDUCATIVA JOAQUIN VALLEJO ARBELAEZ;PRINCIPAL;8;VILLA HERMOSA;924;119;OFICIAL;Oficial;URBANA;Urbana;Llanaditas;0;CR 19 59 C 175;2926199 ext 108;2022.0
3;ZONA CENTRO ORIENTAL;"";105001017400;105001025771;10500102577102;SECCION ESCUELA LAS GOLONDRINAS;SEDE;8;VILLA HERMOSA;924;119;OFICIAL;Oficial;URBANA;Urbana;Llanaditas;0;CL 65 16 D 198;2845326;2022.0
3;ZONA CENTRO ORIENTAL;"";105001026743;105001025771;10500102577103;SECCION ESCUELA ALTOS DE LA TORRE;SEDE;8;VILLA HERMOSA;924;119;OFICIAL;Oficial;URBANA;Urbana;Llanaditas;0;CL 57 B 16 B 139;2845326;2022.0
2;ZONA NOROCCIDENTAL;811018890-1;105001025780;105001025780;10500102578001;INSTITUCION EDUCATIVA PBRO ANTONIO JOSE BERNAL LONDOÑO SJ;PRINCIPAL;5;CASTILLA;919;62;OFICIAL;Oficial;URBANA;Urbana;HÉCTOR ABAD GÓMEZ;0;CL 105 A 63 A 200;4631218/4631680;2022.0
2;ZONA NOROCCIDENTAL;"";105001007251;105001025780;10500102578002;SECCION ESCUELA TOSCANA;SEDE;5;CASTILLA;919;62;OFICIAL;Oficial;URBANA;Urbana;TOSCANA;0;CL 111G  64A 16;3004119100;2022.0
6;ZONA SUROCCIDENTAL;900195133-2;105001025798;105001025798;10500102579801;INSTITUCION EDUCATIVA ANGELA RESTREPO MORENO;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;199;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CR 55 48 C SUR 90;3004153564;2022.0
6;ZONA SUROCCIDENTAL;"";205001002580;105001025798;10500102579802;SECCION ESCUELA LUIS GUILLERMO ECHEVERRY ABAD;SEDE;80;SAN ANTONIO DE PRADO;937;199;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;El Limonar;CR 54 F  57 Sur 21;3740170;2022.0
1;ZONA NORORIENTAL;900229084-8;105001025844;105001025844;10500102584401;INSTITUCION EDUCATIVA ANTONIO DERKA - SANTO DOMINGO;PRINCIPAL;1;POPULAR;914;200;OFICIAL;Oficial;URBANA;Urbana;Santo Domingo Savio No.2;0;CR 28 107 425;5295216-5721312-5280020-5295218;2022.0
1;ZONA NORORIENTAL;900229084-8;205001019491;105001025844;10500102584402;SECCION ESCUELA ANTONIO DERKA;SEDE;1;POPULAR;914;200;OFICIAL;Oficial;URBANA;Urbana;Santo Domingo Savio No.2;0;CR 28 107 365;5295216/5721312;2022.0
1;ZONA NORORIENTAL;900229084-8;105001006726;105001025844;10500102584403;SECCION ESCUELA SANTO DOMINGO SAVIO;SEDE;1;POPULAR;914;200;OFICIAL;Oficial;URBANA;Urbana;Santo Domingo Savio No.2;0;CR 28 107 473;5293550 - 5721312;2022.0
1;ZONA NORORIENTAL;900229084-8;105001019283;105001025844;10500102584404;SECCION ESCUELA CARPINELO AMAPOLITA;SEDE;1;POPULAR;914;200;OFICIAL;Oficial;URBANA;Urbana;Carpinelo;0;CL 97     23-12;5290481;2022.0
2;ZONA NOROCCIDENTAL;900339251-3;105001025984;105001025984;10500102598401;INSTITUCION EDUCATIVA COLEGIO LOYOLA PARA LA CIENCIA Y LA INNOVACION;PRINCIPAL;5;CASTILLA;920;63;OFICIAL;Oficial;URBANA;Urbana;GIRARDOT;0;CR 65 98 A 75;4405105;2022.0
4;ZONA CENTRO OCCIDENTAL;900343358-8;105001025992;105001025992;10500102599201;INSTITUCION EDUCATIVA NICANOR RESTREPO SANTAMARIA (ANTES LA HUERTA);PRINCIPAL;60;SAN CRISTOBAL;936;192;OFICIAL;Oficial;URBANA;Rural;MIRADOR DE LA HUERTA;Area de Expancion Pajarito (Urb.La Huerta);CR 97 # 69C-71;(604) 4283070 - 3004119124;2022.0
4;ZONA CENTRO OCCIDENTAL;900411862-0;105001026000;105001026000;10500102600001;INSTITUCION EDUCATIVA CIUDADELA NUEVO OCCIDENTE;PRINCIPAL;60;SAN CRISTOBAL;936;193;OFICIAL;Oficial;URBANA;URBANA;ÁREA DE EXPANSIÓN PAJARITO;Pajarito;CL 64 A 105 A 50;4278910/5147760;2022.0
4;ZONA CENTRO OCCIDENTAL;900411862-0;205001011961;105001026000;10500102600002;CENTRO EDUCATIVO PEDREGAL BAJO;SEDE;60;SAN CRISTOBAL;936;193;OFICIAL;Oficial;RURAL;Urbana;ÁREA DE EXPANSIÓN PAJARITO;Area de Expansión Pajarito;CR 115    66-85;4273044;2022.0
3;ZONA CENTRO ORIENTAL;900414712-8;105001026131;105001026131;10500102613101;INSTITUCION EDUCATIVA EL PINAL;PRINCIPAL;8;VILLA HERMOSA;924;123;OFICIAL;Oficial;URBANA;URBANA;El Pinal;0;CL 56 25AA 10;2223647;2022.0
3;ZONA CENTRO ORIENTAL;900414712-8;105001017396;105001026131;10500102613102;SECCION ESCUELA EL PINAL;SEDE;8;VILLA HERMOSA;924;123;OFICIAL;Oficial;URBANA;Urbana;El Pinal;0;CL 56 EE    25AA-17;2210099;2022.0
4;ZONA CENTRO OCCIDENTAL;900705111-0;105001026352;105001026352;10500102635201;INSTITUCION EDUCATIVA EL CORAZON;PRINCIPAL;13;SAN JAVIER;931;202;OFICIAL;Oficial;URBANA;Urbana;EL CORAZÓN;0;CR 116 F 34 A 131;2523404;2022.0
4;ZONA CENTRO OCCIDENTAL;900705111-0;105001001813;105001026352;10500102635202;SECCION ESCUELA EL CORAZON;SEDE;13;SAN JAVIER;931;202;OFICIAL;Oficial;URBANA;Urbana;EL CORAZÓN;0;CL 34B    116D-25;2535611;2022.0
2;ZONA NOROCCIDENTAL;900705033-4;105001026361;105001026361;10500102636101;INSTITUCION EDUCATIVA JESUS MARIA VALLE;PRINCIPAL;6;DOCE DE OCTUBRE;921;201;OFICIAL;Oficial;URBANA;Urbana;PICACHO;0;CL 101 83 21;4771397;2022.0
2;ZONA NOROCCIDENTAL;900705033-4;105001015857;105001026361;10500102636102;SECCION ESCUELA EL PICACHO;SEDE;6;DOCE DE OCTUBRE;921;83;OFICIAL;Oficial;URBANA;Urbana;PICACHO;0;CR 83 95 B 40;4715003;2022.0
3;ZONA CENTRO ORIENTAL;900817827-6;105001026514;105001026514;10500102651401;INSTITUCION EDUCATIVA SAN BENITO;PRINCIPAL;10;LA CANDELARIA;927;207;OFICIAL;Oficial;URBANA;Urbana;SAN BENITO;0;CR 56 54 A 25;4085657 - 3004165128;2022.0
1;ZONA NORORIENTAL;905159880-7;105001026549;105001026549;10500102654901;INSTITUCION EDUCATIVA BELLO ORIENTE;PRINCIPAL;3;MANRIQUE;916;217;OFICIAL;Oficial;URBANA;Urbana;BELLO ORIENTE;0;CR 23 B 84 B 27;5288234;2022.0
1;ZONA NORORIENTAL;"";105001018058;105001026549;10500102654902;SECCION ESCUELA BELLO ORIENTE;SEDE;3;MANRIQUE;916;0;OFICIAL;Oficial;URBANA;Urbana;BELLO ORIENTE;0;CL 83 B 25 C 06;5290858;2022.0
2;ZONA NOROCCIDENTAL;900932971-0;105001026573;105001026573;10500102657301;INSTITUCION EDUCATIVA LUSITANIA- PAZ DE COLOMBIA;PRINCIPAL;60;SAN CRISTOBAL;936;218;OFICIAL;OFICIAL;URBANA;Urbana;ÁREA DE EXPANSIÓN PAJARITO;0;CR 109 A 63 B 320;4273467;2022.0
2;ZONA NOROCCIDENTAL;"";205001800150;105001026573;10500102657302;SECCION ESCUELA EL TIROL;SEDE;60;SAN CRISTOBAL;936;0;OFICIAL;Oficial;RURAL;Rural;ÁREA DE EXPANSIÓN PAJARITO;0;CL 66 A 104 74;4273467;2022.0
3;ZONA CENTRO ORIENTAL;900935808-1;105001026581;105001026581;10500102658101;INSTITUCION EDUCATIVA LA SIERRA;PRINCIPAL;8;VILLA HERMOSA;924;118;OFICIAL;Oficial;URBANA;Urbana;La sierra;0;CL 56B 4E 10;3004139971-2218029;2022.0
3;ZONA CENTRO ORIENTAL;811040226-0;105001015229;105001026581;10500102658102;SECCION ESCUELA VILLA TURBAY;SEDE;8;VILLA HERMOSA;924;118;OFICIAL;Oficial;URBANA;Urbana;Villa Turbay;0;CR 2 55 F 17;2218029-2145397;2022.0
6;ZONA SUROCCIDENTAL;901050221-3;105001026603;105001026603;10500102660301;INSTITUCION EDUCATIVA ALTAVISTA;PRINCIPAL;70;ALTAVISTA;934;219;OFICIAL;Oficial;URBANA;Urbana;EL RINCÓN;Buga Patio Bonito;CR 112 N° 13 111;3470521;2022.0
1;ZONA NORORIENTAL;901048423-8;105001026654;105001026654;10500102665401;INSTITUCION EDUCATIVA EL PLAYON;PRINCIPAL;2;SANTA CRUZ;915;220;OFICIAL;Oficial;URBANA;Urbana;El Playon de los Comuneros;0;CL 125    51D 12;4630948;2022.0
3;ZONA CENTRO ORIENTAL;901049924-0 ;105001026662;105001026662;10500102666201;INSTITUCION EDUCATIVA LA PASTORA;PRINCIPAL;9;BUENOS AIRES;925;221;OFICIAL;Oficial;URBANA;Urbana;BOMBONÁ No2;0;CL 45    10A 30;2699390 -3004140275;2022.0
1;ZONA NORORIENTAL;901050539-1;105001026671;105001026671;10500102667101;INSTITUCION EDUCATIVA BARRIO SAN NICOLAS;PRINCIPAL;1;POPULAR;914;222;OFICIAL;Oficial;URBANA;Urbana;Villa Guadalupe;0;CR 45A    96 17;2360235;2022.0
4;ZONA CENTRO OCCIDENTAL;901046877-9;105001026689;105001026689;10500102668901;INSTITUCION EDUCATIVA BLANQUIZAL;PRINCIPAL;13;SAN JAVIER;931;223;OFICIAL;Oficial;URBANA;Urbana;BLANQUIZAL;0;CR 92DD    57F 41;3004188206;2022.0
4;ZONA CENTRO OCCIDENTAL;901048040-0;105001026697;105001026697;10500102669701;INSTITUCION EDUCATIVA FUNDADORES;PRINCIPAL;13;SAN JAVIER;931;224;OFICIAL;Oficial;URBANA;Urbana;EL SOCORRO;0;CR 101   47C 85;2528045;2022.0
4;ZONA CENTRO OCCIDENTAL;"";105001008257;105001026697;10500102669702;SECCION ESCUELA EL SOCORRO;SEDE;13;SAN JAVIER;931;0;OFICIAL;Oficial;URBANA;Urbana;EL SOCORRO;0;CR 102B    47B-32;2526216;2022.0
2;ZONA NOROCCIDENTAL;901051510-1;105001026701;105001026701;10500102670101;INSTITUCION EDUCATIVA PROGRESAR;PRINCIPAL;6;DOCE DE OCTUBRE;921;225;OFICIAL;Oficial;URBANA;Urbana;PICACHITO;0;CR 83A    106D 5;4232721 - 3004203239;2022.0
2;ZONA NOROCCIDENTAL;901049755-2  ;105001026719;105001026719;10500102671901;INSTITUCION EDUCATIVA RODRIGO ARENAS BETANCUR;PRINCIPAL;7;ROBLEDO;922;226;OFICIAL;Oficial;URBANA;Urbana;Aures No.2;0;CL 81 # 94AA - 15;2573809;2022.0
2;ZONA NOROCCIDENTAL;900703219-8;105001800112;105001800112;10500180011201;INSTITUCION EDUCATIVA EL DIAMANTE;PRINCIPAL;7;ROBLEDO;922;206;OFICIAL;Oficial;URBANA;Urbana;El Diamante;0;KR 87 79 03;4416168;2022.0
2;ZONA NOROCCIDENTAL;"";105001008150;105001800112;10500180011202;SECCION ESCUELA EL DIAMANTE;SEDE;7;ROBLEDO;922;206;OFICIAL;Oficial;URBANA;Urbana;El Diamante;0;CL 79 A 86 09;4416168;2022.0
7;ZONA RURAL;811026294-3;205001001389;205001001389;20500100138901;CENTRO EDUCATIVO MEDIA LUNA;PRINCIPAL;90;SANTA ELENA;925;208;OFICIAL;Oficial;RURAL;Rural;MEDIA LUNA;Media Luna;CORREG SANTA ELENA-VDA MEDIA LUNA;2695500;2022.0
7;ZONA RURAL;"";205001003462;205001001389;20500100138902;CENTRO EDUCATIVO EL PLAN;SEDE;90;SANTA ELENA;925;1;OFICIAL;Oficial;RURAL;Rural;EL PLAN;El Plan;CORREG SANTA ELENA-VDA EL PLAN;5577157;2022.0
7;ZONA RURAL;"";205001014189;205001001389;20500100138903;CENTRO EDUCATIVO EL PLACER;SEDE;90;SANTA ELENA;925;1;OFICIAL;Oficial;RURAL;Rural;EL PLACER;El Placer;CORREG SANTA ELENAVDA EL PLACER;2919033;2022.0
6;ZONA SUROCCIDENTAL;811013378-7;205001001672;205001001672;20500100167201;INSTITUCION EDUCATIVA MONSEÑOR VICTOR WIEDEMANN;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;195;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;Diagonal 60 E Nro 41 A Sur 30;2860010/2866365;2022.0
6;ZONA SUROCCIDENTAL;"";205001001729;205001001672;20500100167202;SECCION ESCUELA LA VERDE;SEDE;80;SAN ANTONIO DE PRADO;937;195;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;Diagonal 60 E Nro 41 A Sur 30;2860291;2022.0
4;ZONA CENTRO OCCIDENTAL;811035850-7;205001001966;205001001966;20500100196601;CENTRO EDUCATIVO LA ALDEA;PRINCIPAL;50;PALMITAS;936;213;OFICIAL;Oficial;RURAL;Rural;LA ALDEA;La Aldea;VDA LA ALDEA;3870129;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001011384;205001001966;20500100196602;CENTRO EDUCATIVO LA VOLCANA;SEDE;50;PALMITAS;936;6;OFICIAL;Oficial;RURAL;Rural;VOLCANA GUAYABAL;la Volcana - Guayabal;VDA LA VOLCA  A;4463286;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001001940;205001001966;20500100196603;CENTRO EDUCATIVO LA FRISOLA;SEDE;50;PALMITAS;936;6;OFICIAL;Oficial;RURAL;Rural;LA FRISOLA;La Frisola;VDA  LA  FRISOLA;4463248;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001001931;205001001966;20500100196604;CENTRO EDUCATIVO LUIS MESA VILLA;SEDE;50;PALMITAS;936;6;OFICIAL;Oficial;RURAL;Rural;URQUITÁ;Urquitá;VDA  URQUITA;4461379;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001010841;205001001966;20500100196605;CENTRO EDUCATIVO LA SUIZA;SEDE;50;PALMITAS;936;6;OFICIAL;Oficial;RURAL;Rural;LA SUIZA;La Suiza;VDA LA SUIZA;4463712;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001010248;205001001966;20500100196606;CENTRO EDUCATIVO LA POTRERA;SEDE;50;PALMITAS;936;6;OFICIAL;Oficial;RURAL;Rural;POTRERA MISERENGA;la Potrera Miserenga;VDA LA POTRERA;3870129;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001019253;205001001966;20500100196607;CENTRO EDUCATIVO LEON ARANGO PAUCAR;SEDE;50;PALMITAS;936;6;OFICIAL;Oficial;RURAL;Rural;LA SUIZA;La Sucia;VDA LA SUCIA;3870825;2022.0
4;ZONA CENTRO OCCIDENTAL;811023160-1;205001002199;205001002199;20500100219901;INSTITUCION EDUCATIVA PRESBITERO CARLOS ALBERTO CALDERON;PRINCIPAL;60;SAN CRISTOBAL;936;187;OFICIAL;Oficial;RURAL;Rural;EL LLANO;El LLano;VEREDA  EL LLANO;5574870;2022.0
6;ZONA SUROCCIDENTAL;811040863-2;205001002768;205001002768;20500100276801;CENTRO EDUCATIVO EL SALADO;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;216;OFICIAL;Oficial;RURAL;Rural;EL SALADO;El Salado;CORREG SN ANTONIO DE PRADO;3373048;2022.0
6;ZONA SUROCCIDENTAL;"";205001007611;205001002768;20500100276802;CENTRO EDUCATIVO YARUMALITO;SEDE;80;SAN ANTONIO DE PRADO;937;9;OFICIAL;Oficial;RURAL;Rural;YARUMALITO;Yarumalito;C S ANTONIO DE PRADO VDA YARUMALITO;3227231;2022.0
6;ZONA SUROCCIDENTAL;"";205001006216;205001002768;20500100276803;CENTRO EDUCATIVO EL ASTILLERO;SEDE;80;SAN ANTONIO DE PRADO;937;9;OFICIAL;Oficial;RURAL;Rural;EL ASTILLERO;El Astillero;C S ANTONIO DE PRADO VDA ASTILLERO;2322109;2022.0
6;ZONA SUROCCIDENTAL;"";205001025911;205001002768;20500100276804;CENTRO EDUCATIVO POTRERITO;SEDE;80;SAN ANTONIO DE PRADO;937;9;OFICIAL;Oficial;RURAL;Rural;POTRERITO;Potrerito;C SANTONIO DE PRADO VDA LA CABAÑA;2863725;2022.0
6;ZONA SUROCCIDENTAL;"";205001001451;205001002768;20500100276805;CENTRO EDUCATIVO QUEBRADA LARGA;SEDE;80;SAN ANTONIO DE PRADO;937;9;OFICIAL;Oficial;RURAL;Rural;YARUMALITO;Yarumalito;C S ANTONIO DE PRADO VDA QUEBRADA LARGA;3028518;2022.0
6;ZONA SUROCCIDENTAL;"";205001009681;205001002768;20500100276806;CENTRO EDUCATIVO MONTAÑITA;SEDE;80;SAN ANTONIO DE PRADO;937;9;OFICIAL;Oficial;RURAL;Rural;MONTAÑITA;Montañita;C S ANTONIO DE PRADO VDA LA MONTAÑA;2860168;2022.0
7;ZONA RURAL;811026458-4;205001006119;205001006119;20500100611901;CENTRO EDUCATIVO JUAN ANDRES PATIÑO;PRINCIPAL;90;SANTA ELENA;925;209;OFICIAL;Oficial;RURAL;Rural;BARRO BLANCO;Barro Blanco;CORREG SANTA ELENA-VDA BARRO BLANCO;5669138;2022.0
7;ZONA RURAL;"";205001008561;205001006119;20500100611902;CENTRO EDUCATIVO PIEDRA GORDA;SEDE;90;SANTA ELENA;925;2;OFICIAL;Oficial;RURAL;Rural;PIEDRA GORDA;Piedra Gorda;C SANTA ELENA-VDA PIEDRA GORDA;5669186;2022.0
7;ZONA RURAL;"";205001020006;205001006119;20500100611903;CENTRO EDUCATIVO EL CERRO;SEDE;90;SANTA ELENA;925;2;OFICIAL;Oficial;RURAL;Rural;EL CERRO;El Cerro;CORREG SANTA ELENA-VDA EL CERRO;5381830;2022.0
7;ZONA RURAL;811035821-3;205001006224;205001006224;20500100622401;CENTRO EDUCATIVO PERMANENTE MAZO;PRINCIPAL;90;SANTA ELENA;925;211;OFICIAL;Oficial;RURAL;Rural;MAZO;Mazo;Corregimiento Santa Elena -Vereda Mazo- Zona de afluencia al Parque Arví;3004120925;2022.0
7;ZONA RURAL;"";205001008391;205001006224;20500100622402;CENTRO EDUCATIVO PIEDRAS BLANCAS;SEDE;90;SANTA ELENA;925;3;OFICIAL;Oficial;RURAL;Rural;PIEDRAS BLANCAS -MATASANO;Piedras Blancas - Matasano;C SANTA ELENA-VDA PIEDRAS BLANCAS;5513286;2022.0
4;ZONA CENTRO OCCIDENTAL;811017472-1;205001006232;205001006232;20500100623201;INSTITUCION EDUCATIVA SAN CRISTOBAL;PRINCIPAL;60;SAN CRISTOBAL;936;188;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN CRISTÓBAL;Cabecera Urbana Corregimiento San Cristobal;CR 131 65 07;4274239-4279180/3004122723;2022.0
6;ZONA SUROCCIDENTAL;811037905-2;205001006526;205001006526;20500100652601;INSTITUCION EDUCATIVA MARINA ORTH;PRINCIPAL;70;ALTAVISTA;934;178;OFICIAL;Oficial;RURAL;Rural;AGUAS FRÍAS;Aguas Frias;VDA AGUAS FRIAS;3412359-3415510;2022.0
6;ZONA SUROCCIDENTAL;"";105001026034;205001006526;20500100652602;SECCION ESCUELA AGUAS FRIAS;SEDE;70;ALTAVISTA;934;178;OFICIAL;Oficial;RURAL;Rural;AGUAS FRÍAS;Aguas Frias;VDA SANTA CLARA - AGUAS FRÍAS (GUANTEROS);3412359;2022.0
4;ZONA CENTRO OCCIDENTAL;811035840-3;205001007735;205001007735;20500100773501;INSTITUCION EDUCATIVA HECTOR ROGELIO MONTOYA;PRINCIPAL;50;PALMITAS;936;189;OFICIAL;Oficial;RURAL;Rural;PALMITAS SECTOR CENTRAL;Palmitas Central;CL 20    32-60;3870058/3870112;2022.0
4;ZONA CENTRO OCCIDENTAL;"";105001800082;205001007735;20500100773502;SECCION ESCUELA PALMITAS;SEDE;50;PALMITAS;936;189;OFICIAL;Oficial;RURAL;Urbana;PALMITAS SECTOR CENTRAL;Palmitas Central;CL 20    34-105;3870058/3870112;2022.0
